Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      0.52     0.00        2     0.00     0.00  __gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > >::__normal_iterator(std::thread* const&)
  0.00      0.52     0.00        2     0.00     0.00  std::__atomic_base<unsigned long>::load(std::memory_order) const
  0.00      0.52     0.00        2     0.00     0.00  std::atomic_bool::atomic_bool(bool)
  0.00      0.52     0.00        2     0.00     0.00  std::__atomic_base<bool>::__atomic_base(bool)
  0.00      0.52     0.00        2     0.00     0.00  std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::~_Sp_counted_base()
  0.00      0.52     0.00        2     0.00     0.00  std::allocator_traits<std::allocator<std::_Sp_counted_ptr_inplace<std::thread::_Impl<std::_Bind_simple<void (*(int, tervel::Tervel*, TestObject*))(int, tervel::Tervel*, TestObject*)> >, std::allocator<std::thread::_Impl<std::_Bind_simple<void (*(int, tervel::Tervel*, TestObject*))(int, tervel::Tervel*, TestObject*)> > >, (__gnu_cxx::_Lock_policy)2> > >::deallocate(std::allocator<std::_Sp_counted_ptr_inplace<std::thread::_Impl<std::_Bind_simple<void (*(int, tervel::Tervel*, TestObject*))(int, tervel::Tervel*, TestObject*)> >, std::allocator<std::thread::_Impl<std::_Bind_simple<void (*(int, tervel::Tervel*, TestObject*))(int, tervel::Tervel*, TestObject*)> > >, (__gnu_cxx::_Lock_policy)2> >&, std::_Sp_counted_ptr_inplace<std::thread::_Impl<std::_Bind_simple<void (*(int, tervel::Tervel*, TestObject*))(int, tervel::Tervel*, TestObject*)> >, std::allocator<std::thread::_Impl<std::_Bind_simple<void (*(int, tervel::Tervel*, TestObject*))(int, tervel::Tervel*, TestObject*)> > >, (__gnu_cxx::_Lock_policy)2>*, unsigned long)
  0.00      0.52     0.00        2     0.00     0.00  void std::allocator_traits<std::allocator<std::_Sp_counted_ptr_inplace<std::thread::_Impl<std::_Bind_simple<void (*(int, tervel::Tervel*, TestObject*))(int, tervel::Tervel*, TestObject*)> >, std::allocator<std::thread::_Impl<std::_Bind_simple<void (*(int, tervel::Tervel*, TestObject*))(int, tervel::Tervel*, TestObject*)> > >, (__gnu_cxx::_Lock_policy)2> > >::destroy<std::_Sp_counted_ptr_inplace<std::thread::_Impl<std::_Bind_simple<void (*(int, tervel::Tervel*, TestObject*))(int, tervel::Tervel*, TestObject*)> >, std::allocator<std::thread::_Impl<std::_Bind_simple<void (*(int, tervel::Tervel*, TestObject*))(int, tervel::Tervel*, TestObject*)> > >, (__gnu_cxx::_Lock_policy)2> >(std::allocator<std::_Sp_counted_ptr_inplace<std::thread::_Impl<std::_Bind_simple<void (*(int, tervel::Tervel*, TestObject*))(int, tervel::Tervel*, TestObject*)> >, std::allocator<std::thread::_Impl<std::_Bind_simple<void (*(int, tervel::Tervel*, TestObject*))(int, tervel::Tervel*, TestObject*)> > >, (__gnu_cxx::_Lock_policy)2> >&, std::_Sp_counted_ptr_inplace<std::thread::_Impl<std::_Bind_simple<void (*(int, tervel::Tervel*, TestObject*))(int, tervel::Tervel*, TestObject*)> >, std::allocator<std::thread::_Impl<std::_Bind_simple<void (*(int, tervel::Tervel*, TestObject*))(int, tervel::Tervel*, TestObject*)> > >, (__gnu_cxx::_Lock_policy)2>*)
  0.00      0.52     0.00        2     0.00     0.00  std::atomic<bool>::atomic(bool)
  0.00      0.52     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN3fLI17FLAGS_num_threadsE
  0.00      0.52     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN6tervel4util6memory2rc11PoolManager13allocate_poolEv
  0.00      0.52     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN6tervel4util6memory2rc14DescriptorPool15free_descriptorEPNS0_10DescriptorEb
  0.00      0.52     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00      0.52     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00      0.52     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00      0.52     0.00        1     0.00     0.00  TestObject::TestObject(int, int, int, TestType, tervel::wf_ring_buffer::RingBuffer<long>*)
  0.00      0.52     0.00        1     0.00     0.00  tervel::ThreadContext::~ThreadContext()
  0.00      0.52     0.00        1     0.00    31.04  tervel::wf_ring_buffer::RingBuffer<long>::RingBuffer(int)
  0.00      0.52     0.00        1     0.00     0.00  tervel::util::ProgressAssurance::ProgressAssurance(int)
  0.00      0.52     0.00        1     0.00     0.00  tervel::util::ProgressAssurance::~ProgressAssurance()
  0.00      0.52     0.00        1     0.00     0.00  tervel::util::memory::hp::ListManager::ListManager(unsigned long)
  0.00      0.52     0.00        1     0.00     0.00  tervel::util::memory::hp::ListManager::~ListManager()
  0.00      0.52     0.00        1     0.00     0.00  tervel::util::memory::hp::HazardPointer::HazardPointer(int)
  0.00      0.52     0.00        1     0.00     0.00  tervel::util::memory::hp::HazardPointer::~HazardPointer()
  0.00      0.52     0.00        1     0.00     0.00  tervel::util::memory::hp::Element::Element()
  0.00      0.52     0.00        1     0.00     0.00  tervel::util::memory::rc::PoolManager::PoolManager(unsigned long)
  0.00      0.52     0.00        1     0.00     0.00  tervel::util::memory::rc::PoolManager::~PoolManager()
  0.00      0.52     0.00        1     0.00     0.00  tervel::Tervel::Tervel(unsigned long)
  0.00      0.52     0.00        1     0.00     0.00  tervel::Tervel::~Tervel()
  0.00      0.52     0.00        1     0.00     0.00  void __gnu_cxx::new_allocator<std::thread::_Impl<std::_Bind_simple<void (*(int, tervel::Tervel*, TestObject*))(int, tervel::Tervel*, TestObject*)> > >::destroy<std::thread::_Impl<std::_Bind_simple<void (*(int, tervel::Tervel*, TestObject*))(int, tervel::Tervel*, TestObject*)> > >(std::thread::_Impl<std::_Bind_simple<void (*(int, tervel::Tervel*, TestObject*))(int, tervel::Tervel*, TestObject*)> >*)
  0.00      0.52     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::thread>::new_allocator()
  0.00      0.52     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::thread>::~new_allocator()
  0.00      0.52     0.00        1     0.00     0.00  std::default_delete<tervel::util::memory::hp::ListManager::ManagedPool []>::operator()(tervel::util::memory::hp::ListManager::ManagedPool*) const
  0.00      0.52     0.00        1     0.00     0.00  std::default_delete<tervel::util::memory::rc::PoolManager::ManagedPool []>::operator()(tervel::util::memory::rc::PoolManager::ManagedPool*) const
  0.00      0.52     0.00        1     0.00     0.00  std::default_delete<std::atomic<tervel::util::OpRecord*> []>::operator()(std::atomic<tervel::util::OpRecord*>*) const
  0.00      0.52     0.00        1     0.00     0.00  std::default_delete<std::atomic<void*> []>::operator()(std::atomic<void*>*) const
  0.00      0.52     0.00        1     0.00     0.00  std::chrono::duration<long, std::ratio<1l, 1l> >::count() const
  0.00      0.52     0.00        1     0.00     0.00  std::allocator<std::thread>::allocator()
  0.00      0.52     0.00        1     0.00     0.00  std::allocator<std::thread>::~allocator()
  0.00      0.52     0.00        1     0.00     0.00  std::_Head_base<0ul, tervel::util::memory::hp::ListManager::ManagedPool*, false>::_M_head(std::_Head_base<0ul, tervel::util::memory::hp::ListManager::ManagedPool*, false>&)
  0.00      0.52     0.00        1     0.00     0.00  std::_Head_base<0ul, tervel::util::memory::hp::ListManager::ManagedPool*, false>::_Head_base<tervel::util::memory::hp::ListManager::ManagedPool*&, void>(tervel::util::memory::hp::ListManager::ManagedPool*&)
  0.00      0.52     0.00        1     0.00     0.00  std::_Head_base<0ul, tervel::util::memory::rc::PoolManager::ManagedPool*, false>::_M_head(std::_Head_base<0ul, tervel::util::memory::rc::PoolManager::ManagedPool*, false>&)
  0.00      0.52     0.00        1     0.00     0.00  std::_Head_base<0ul, tervel::util::memory::rc::PoolManager::ManagedPool*, false>::_Head_base<tervel::util::memory::rc::PoolManager::ManagedPool*&, void>(tervel::util::memory::rc::PoolManager::ManagedPool*&)
  0.00      0.52     0.00        1     0.00     0.00  std::_Head_base<0ul, std::atomic<tervel::util::OpRecord*>*, false>::_M_head(std::_Head_base<0ul, std::atomic<tervel::util::OpRecord*>*, false>&)
  0.00      0.52     0.00        1     0.00     0.00  std::_Head_base<0ul, std::atomic<tervel::util::OpRecord*>*, false>::_Head_base<std::atomic<tervel::util::OpRecord*>*&, void>(std::atomic<tervel::util::OpRecord*>*&)
  0.00      0.52     0.00        1     0.00     0.00  std::_Head_base<0ul, std::atomic<void*>*, false>::_M_head(std::_Head_base<0ul, std::atomic<void*>*, false>&)
  0.00      0.52     0.00        1     0.00     0.00  std::_Head_base<0ul, std::atomic<void*>*, false>::_Head_base<std::atomic<void*>*&, void>(std::atomic<void*>*&)
  0.00      0.52     0.00        1     0.00     0.00  std::_Head_base<1ul, std::default_delete<tervel::util::memory::hp::ListManager::ManagedPool []>, true>::_M_head(std::_Head_base<1ul, std::default_delete<tervel::util::memory::hp::ListManager::ManagedPool []>, true>&)
  0.00      0.52     0.00        1     0.00     0.00  std::_Head_base<1ul, std::default_delete<tervel::util::memory::hp::ListManager::ManagedPool []>, true>::_Head_base<std::default_delete<tervel::util::memory::hp::ListManager::ManagedPool []>, void>(std::default_delete<tervel::util::memory::hp::ListManager::ManagedPool []>&&)
  0.00      0.52     0.00        1     0.00     0.00  std::_Head_base<1ul, std::default_delete<tervel::util::memory::rc::PoolManager::ManagedPool []>, true>::_M_head(std::_Head_base<1ul, std::default_delete<tervel::util::memory::rc::PoolManager::ManagedPool []>, true>&)
  0.00      0.52     0.00        1     0.00     0.00  std::_Head_base<1ul, std::default_delete<tervel::util::memory::rc::PoolManager::ManagedPool []>, true>::_Head_base<std::default_delete<tervel::util::memory::rc::PoolManager::ManagedPool []>, void>(std::default_delete<tervel::util::memory::rc::PoolManager::ManagedPool []>&&)
  0.00      0.52     0.00        1     0.00     0.00  std::_Head_base<1ul, std::default_delete<std::atomic<tervel::util::OpRecord*> []>, true>::_M_head(std::_Head_base<1ul, std::default_delete<std::atomic<tervel::util::OpRecord*> []>, true>&)
  0.00      0.52     0.00        1     0.00     0.00  std::_Head_base<1ul, std::default_delete<std::atomic<tervel::util::OpRecord*> []>, true>::_Head_base<std::default_delete<std::atomic<tervel::util::OpRecord*> []>, void>(std::default_delete<std::atomic<tervel::util::OpRecord*> []>&&)
  0.00      0.52     0.00        1     0.00     0.00  std::_Head_base<1ul, std::default_delete<std::atomic<void*> []>, true>::_M_head(std::_Head_base<1ul, std::default_delete<std::atomic<void*> []>, true>&)
  0.00      0.52     0.00        1     0.00     0.00  std::_Head_base<1ul, std::default_delete<std::atomic<void*> []>, true>::_Head_base<std::default_delete<std::atomic<void*> []>, void>(std::default_delete<std::atomic<void*> []>&&)
  0.00      0.52     0.00        1     0.00     0.00  std::unique_ptr<tervel::util::memory::hp::ListManager::ManagedPool [], std::default_delete<tervel::util::memory::hp::ListManager::ManagedPool []> >::get_deleter()
  0.00      0.52     0.00        1     0.00     0.00  std::unique_ptr<tervel::util::memory::hp::ListManager::ManagedPool [], std::default_delete<tervel::util::memory::hp::ListManager::ManagedPool []> >::unique_ptr(tervel::util::memory::hp::ListManager::ManagedPool*)
  0.00      0.52     0.00        1     0.00     0.00  std::unique_ptr<tervel::util::memory::hp::ListManager::ManagedPool [], std::default_delete<tervel::util::memory::hp::ListManager::ManagedPool []> >::~unique_ptr()
  0.00      0.52     0.00        1     0.00     0.00  std::unique_ptr<tervel::util::memory::rc::PoolManager::ManagedPool [], std::default_delete<tervel::util::memory::rc::PoolManager::ManagedPool []> >::get_deleter()
  0.00      0.52     0.00        1     0.00     0.00  std::unique_ptr<tervel::util::memory::rc::PoolManager::ManagedPool [], std::default_delete<tervel::util::memory::rc::PoolManager::ManagedPool []> >::unique_ptr(tervel::util::memory::rc::PoolManager::ManagedPool*)
  0.00      0.52     0.00        1     0.00     0.00  std::unique_ptr<tervel::util::memory::rc::PoolManager::ManagedPool [], std::default_delete<tervel::util::memory::rc::PoolManager::ManagedPool []> >::~unique_ptr()
  0.00      0.52     0.00        1     0.00     0.00  std::unique_ptr<std::atomic<tervel::util::OpRecord*> [], std::default_delete<std::atomic<tervel::util::OpRecord*> []> >::get_deleter()
  0.00      0.52     0.00        1     0.00     0.00  std::unique_ptr<std::atomic<tervel::util::OpRecord*> [], std::default_delete<std::atomic<tervel::util::OpRecord*> []> >::unique_ptr(std::atomic<tervel::util::OpRecord*>*)
  0.00      0.52     0.00        1     0.00     0.00  std::unique_ptr<std::atomic<tervel::util::OpRecord*> [], std::default_delete<std::atomic<tervel::util::OpRecord*> []> >::~unique_ptr()
  0.00      0.52     0.00        1     0.00     0.00  std::unique_ptr<std::atomic<void*> [], std::default_delete<std::atomic<void*> []> >::get_deleter()
  0.00      0.52     0.00        1     0.00     0.00  std::unique_ptr<std::atomic<void*> [], std::default_delete<std::atomic<void*> []> >::unique_ptr(std::atomic<void*>*)
  0.00      0.52     0.00        1     0.00     0.00  std::unique_ptr<std::atomic<void*> [], std::default_delete<std::atomic<void*> []> >::~unique_ptr()
  0.00      0.52     0.00        1     0.00     0.00  std::_Tuple_impl<0ul, tervel::util::memory::hp::ListManager::ManagedPool*, std::default_delete<tervel::util::memory::hp::ListManager::ManagedPool []> >::_Tuple_impl<tervel::util::memory::hp::ListManager::ManagedPool*<std::default_delete<tervel::util::memory::hp::ListManager::ManagedPool []> >&, void>(tervel::util::memory::hp::ListManager::ManagedPool*<std::default_delete<tervel::util::memory::hp::ListManager::ManagedPool []> >&, (void&&)...)
  0.00      0.52     0.00        1     0.00     0.00  std::_Tuple_impl<0ul, tervel::util::memory::rc::PoolManager::ManagedPool*, std::default_delete<tervel::util::memory::rc::PoolManager::ManagedPool []> >::_M_head(std::_Tuple_impl<0ul, tervel::util::memory::rc::PoolManager::ManagedPool*, std::default_delete<tervel::util::memory::rc::PoolManager::ManagedPool []> >&)
  0.00      0.52     0.00        1     0.00     0.00  std::_Tuple_impl<0ul, tervel::util::memory::rc::PoolManager::ManagedPool*, std::default_delete<tervel::util::memory::rc::PoolManager::ManagedPool []> >::_Tuple_impl<tervel::util::memory::rc::PoolManager::ManagedPool*<std::default_delete<tervel::util::memory::rc::PoolManager::ManagedPool []> >&, void>(tervel::util::memory::rc::PoolManager::ManagedPool*<std::default_delete<tervel::util::memory::rc::PoolManager::ManagedPool []> >&, (void&&)...)
  0.00      0.52     0.00        1     0.00     0.00  std::_Tuple_impl<0ul, std::atomic<tervel::util::OpRecord*>*, std::default_delete<std::atomic<tervel::util::OpRecord*> []> >::_M_head(std::_Tuple_impl<0ul, std::atomic<tervel::util::OpRecord*>*, std::default_delete<std::atomic<tervel::util::OpRecord*> []> >&)
  0.00      0.52     0.00        1     0.00     0.00  std::_Tuple_impl<0ul, std::atomic<tervel::util::OpRecord*>*, std::default_delete<std::atomic<tervel::util::OpRecord*> []> >::_Tuple_impl<std::atomic<tervel::util::OpRecord*>*<std::default_delete<std::atomic<tervel::util::OpRecord*> []> >&, void>(std::atomic<tervel::util::OpRecord*>*<std::default_delete<std::atomic<tervel::util::OpRecord*> []> >&, (void&&)...)
  0.00      0.52     0.00        1     0.00     0.00  std::_Tuple_impl<0ul, std::atomic<void*>*, std::default_delete<std::atomic<void*> []> >::_M_head(std::_Tuple_impl<0ul, std::atomic<void*>*, std::default_delete<std::atomic<void*> []> >&)
  0.00      0.52     0.00        1     0.00     0.00  _ZNSt11_Tuple_implILm0EJPN6tervel4util6memory2hp11ListManager11ManagedPoolESt14default_deleteIA_S5_EEE7_M_headERSA_
  0.00      0.52     0.00        1     0.00     0.00  _ZNSt11_Tuple_implILm0EJPSt6atomicIPvESt14default_deleteIA_S2_EEEC1IRS3_JS6_EvEEOT_DpOT0_
  0.00      0.52     0.00        1     0.00     0.00  std::_Tuple_impl<1ul, std::default_delete<tervel::util::memory::hp::ListManager::ManagedPool []> >::_Tuple_impl<std::default_delete<tervel::util::memory::hp::ListManager::ManagedPool []><>, void>(std::default_delete<tervel::util::memory::hp::ListManager::ManagedPool []><>&&, (void&&)...)
  0.00      0.52     0.00        1     0.00     0.00  std::_Tuple_impl<1ul, std::default_delete<tervel::util::memory::rc::PoolManager::ManagedPool []> >::_M_head(std::_Tuple_impl<1ul, std::default_delete<tervel::util::memory::rc::PoolManager::ManagedPool []> >&)
  0.00      0.52     0.00        1     0.00     0.00  std::_Tuple_impl<1ul, std::default_delete<std::atomic<tervel::util::OpRecord*> []> >::_M_head(std::_Tuple_impl<1ul, std::default_delete<std::atomic<tervel::util::OpRecord*> []> >&)
  0.00      0.52     0.00        1     0.00     0.00  std::_Tuple_impl<1ul, std::default_delete<std::atomic<tervel::util::OpRecord*> []> >::_Tuple_impl<std::default_delete<std::atomic<tervel::util::OpRecord*> []><>, void>(std::default_delete<std::atomic<tervel::util::OpRecord*> []><>&&, (void&&)...)
  0.00      0.52     0.00        1     0.00     0.00  _ZNSt11_Tuple_implILm1EJSt14default_deleteIA_N6tervel4util6memory2hp11ListManager11ManagedPoolEEEE7_M_headERS9_
  0.00      0.52     0.00        1     0.00     0.00  _ZNSt11_Tuple_implILm1EJSt14default_deleteIA_N6tervel4util6memory2rc11PoolManager11ManagedPoolEEEEC1IS8_JEvEEOT_DpOT0_
  0.00      0.52     0.00        1     0.00     0.00  _ZNSt11_Tuple_implILm1EJSt14default_deleteIA_St6atomicIPvEEEE7_M_headERS6_
  0.00      0.52     0.00        1     0.00     0.00  _ZNSt11_Tuple_implILm1EJSt14default_deleteIA_St6atomicIPvEEEEC2IS5_JEvEEOT_DpOT0_
  0.00      0.52     0.00        1     0.00     0.00  std::_Vector_base<std::thread, std::allocator<std::thread> >::_Vector_impl::_Vector_impl()
  0.00      0.52     0.00        1     0.00     0.00  std::_Vector_base<std::thread, std::allocator<std::thread> >::_Vector_impl::~_Vector_impl()
  0.00      0.52     0.00        1     0.00     0.00  std::_Vector_base<std::thread, std::allocator<std::thread> >::_Vector_base()
  0.00      0.52     0.00        1     0.00     0.00  std::_Vector_base<std::thread, std::allocator<std::thread> >::~_Vector_base()
  0.00      0.52     0.00        1     0.00     0.00  std::__atomic_base<int>::fetch_add(int, std::memory_order)
  0.00      0.52     0.00        1     0.00     0.00  std::__atomic_base<int>::__atomic_base(int)
  0.00      0.52     0.00        1     0.00     0.00  std::enable_if<std::allocator_traits<std::allocator<std::thread::_Impl<std::_Bind_simple<void (*(int, tervel::Tervel*, TestObject*))(int, tervel::Tervel*, TestObject*)> > > >::__destroy_helper<std::thread::_Impl<std::_Bind_simple<void (*(int, tervel::Tervel*, TestObject*))(int, tervel::Tervel*, TestObject*)> > >::value, void>::type std::allocator_traits<std::allocator<std::thread::_Impl<std::_Bind_simple<void (*(int, tervel::Tervel*, TestObject*))(int, tervel::Tervel*, TestObject*)> > > >::_S_destroy<std::thread::_Impl<std::_Bind_simple<void (*(int, tervel::Tervel*, TestObject*))(int, tervel::Tervel*, TestObject*)> > >(std::allocator<std::thread::_Impl<std::_Bind_simple<void (*(int, tervel::Tervel*, TestObject*))(int, tervel::Tervel*, TestObject*)> > >&, std::thread::_Impl<std::_Bind_simple<void (*(int, tervel::Tervel*, TestObject*))(int, tervel::Tervel*, TestObject*)> >*)
  0.00      0.52     0.00        1     0.00     0.00  void std::allocator_traits<std::allocator<std::thread::_Impl<std::_Bind_simple<void (*(int, tervel::Tervel*, TestObject*))(int, tervel::Tervel*, TestObject*)> > > >::destroy<std::thread::_Impl<std::_Bind_simple<void (*(int, tervel::Tervel*, TestObject*))(int, tervel::Tervel*, TestObject*)> > >(std::allocator<std::thread::_Impl<std::_Bind_simple<void (*(int, tervel::Tervel*, TestObject*))(int, tervel::Tervel*, TestObject*)> > >&, std::thread::_Impl<std::_Bind_simple<void (*(int, tervel::Tervel*, TestObject*))(int, tervel::Tervel*, TestObject*)> >*)
  0.00      0.52     0.00        1     0.00     0.00  std::enable_if<std::allocator_traits<std::allocator<std::_Sp_counted_ptr_inplace<std::thread::_Impl<std::_Bind_simple<void (*(int, tervel::Tervel*, TestObject*))(int, tervel::Tervel*, TestObject*)> >, std::allocator<std::thread::_Impl<std::_Bind_simple<void (*(int, tervel::Tervel*, TestObject*))(int, tervel::Tervel*, TestObject*)> > >, (__gnu_cxx::_Lock_policy)2> > >::__destroy_helper<std::_Sp_counted_ptr_inplace<std::thread::_Impl<std::_Bind_simple<void (*(int, tervel::Tervel*, TestObject*))(int, tervel::Tervel*, TestObject*)> >, std::allocator<std::thread::_Impl<std::_Bind_simple<void (*(int, tervel::Tervel*, TestObject*))(int, tervel::Tervel*, TestObject*)> > >, (__gnu_cxx::_Lock_policy)2> >::value, void>::type std::allocator_traits<std::allocator<std::_Sp_counted_ptr_inplace<std::thread::_Impl<std::_Bind_simple<void (*(int, tervel::Tervel*, TestObject*))(int, tervel::Tervel*, TestObject*)> >, std::allocator<std::thread::_Impl<std::_Bind_simple<void (*(int, tervel::Tervel*, TestObject*))(int, tervel::Tervel*, TestObject*)> > >, (__gnu_cxx::_Lock_policy)2> > >::_S_destroy<std::_Sp_counted_ptr_inplace<std::thread::_Impl<std::_Bind_simple<void (*(int, tervel::Tervel*, TestObject*))(int, tervel::Tervel*, TestObject*)> >, std::allocator<std::thread::_Impl<std::_Bind_simple<void (*(int, tervel::Tervel*, TestObject*))(int, tervel::Tervel*, TestObject*)> > >, (__gnu_cxx::_Lock_policy)2> >(std::allocator<std::_Sp_counted_ptr_inplace<std::thread::_Impl<std::_Bind_simple<void (*(int, tervel::Tervel*, TestObject*))(int, tervel::Tervel*, TestObject*)> >, std::allocator<std::thread::_Impl<std::_Bind_simple<void (*(int, tervel::Tervel*, TestObject*))(int, tervel::Tervel*, TestObject*)> > >, (__gnu_cxx::_Lock_policy)2> >&, std::_Sp_counted_ptr_inplace<std::thread::_Impl<std::_Bind_simple<void (*(int, tervel::Tervel*, TestObject*))(int, tervel::Tervel*, TestObject*)> >, std::allocator<std::thread::_Impl<std::_Bind_simple<void (*(int, tervel::Tervel*, TestObject*))(int, tervel::Tervel*, TestObject*)> > >, (__gnu_cxx::_Lock_policy)2>*)
  0.00      0.52     0.00        1     0.00     0.00  std::tuple<tervel::util::memory::hp::ListManager::ManagedPool*, std::default_delete<tervel::util::memory::hp::ListManager::ManagedPool []> >::tuple<tervel::util::memory::hp::ListManager::ManagedPool*&, std::default_delete<tervel::util::memory::hp::ListManager::ManagedPool []>, void>(tervel::util::memory::hp::ListManager::ManagedPool*&, std::default_delete<tervel::util::memory::hp::ListManager::ManagedPool []>&&)
  0.00      0.52     0.00        1     0.00     0.00  _ZNSt5tupleIJPN6tervel4util6memory2rc11PoolManager11ManagedPoolESt14default_deleteIA_S5_EEEC1IRS6_S9_vEEOT_OT0_
  0.00      0.52     0.00        1     0.00     0.00  _ZNSt5tupleIJPSt6atomicIPN6tervel4util8OpRecordEESt14default_deleteIA_S5_EEEC2IRS6_S9_vEEOT_OT0_
  0.00      0.52     0.00        1     0.00     0.00  _ZNSt5tupleIJPSt6atomicIPvESt14default_deleteIA_S2_EEEC2IRS3_S6_vEEOT_OT0_
  0.00      0.52     0.00        1     0.00     0.00  std::atomic<int>::atomic(int)
  0.00      0.52     0.00        1     0.00     0.00  std::vector<std::thread, std::allocator<std::thread> >::end()
  0.00      0.52     0.00        1     0.00     0.00  std::vector<std::thread, std::allocator<std::thread> >::begin()
  0.00      0.52     0.00        1     0.00     0.00  std::vector<std::thread, std::allocator<std::thread> >::vector()
  0.00      0.52     0.00        1     0.00     0.00  std::vector<std::thread, std::allocator<std::thread> >::~vector()
  0.00      0.52     0.00        1     0.00     0.00  std::__add_ref<tervel::util::memory::hp::ListManager::ManagedPool*>::type std::__get_helper<0ul, tervel::util::memory::hp::ListManager::ManagedPool*, std::default_delete<tervel::util::memory::hp::ListManager::ManagedPool []> >(std::_Tuple_impl<0ul, tervel::util::memory::hp::ListManager::ManagedPool*, std::default_delete<tervel::util::memory::hp::ListManager::ManagedPool []> >&)
  0.00      0.52     0.00        1     0.00     0.00  _ZSt12__get_helperILm0EPN6tervel4util6memory2rc11PoolManager11ManagedPoolEJSt14default_deleteIA_S5_EEENSt9__add_refIT0_E4typeERSt11_Tuple_implIXT_EJSB_DpT1_EE
  0.00      0.52     0.00        1     0.00     0.00  _ZSt12__get_helperILm0EPSt6atomicIPN6tervel4util8OpRecordEEJSt14default_deleteIA_S5_EEENSt9__add_refIT0_E4typeERSt11_Tuple_implIXT_EJSB_DpT1_EE
  0.00      0.52     0.00        1     0.00     0.00  std::__add_ref<std::atomic<void*>*>::type std::__get_helper<0ul, std::atomic<void*>*, std::default_delete<std::atomic<void*> []> >(std::_Tuple_impl<0ul, std::atomic<void*>*, std::default_delete<std::atomic<void*> []> >&)
  0.00      0.52     0.00        1     0.00     0.00  std::__add_ref<std::default_delete<tervel::util::memory::hp::ListManager::ManagedPool []> >::type std::__get_helper<1ul, std::default_delete<tervel::util::memory::hp::ListManager::ManagedPool []>>(std::_Tuple_impl<1ul, std::default_delete<tervel::util::memory::hp::ListManager::ManagedPool []>>&)
  0.00      0.52     0.00        1     0.00     0.00  _ZSt12__get_helperILm1ESt14default_deleteIA_N6tervel4util6memory2rc11PoolManager11ManagedPoolEEJEENSt9__add_refIT0_E4typeERSt11_Tuple_implIXT_EJSA_DpT1_EE
  0.00      0.52     0.00        1     0.00     0.00  std::__add_ref<std::default_delete<std::atomic<tervel::util::OpRecord*> []> >::type std::__get_helper<1ul, std::default_delete<std::atomic<tervel::util::OpRecord*> []>>(std::_Tuple_impl<1ul, std::default_delete<std::atomic<tervel::util::OpRecord*> []>>&)
  0.00      0.52     0.00        1     0.00     0.00  _ZSt12__get_helperILm1ESt14default_deleteIA_St6atomicIPvEEJEENSt9__add_refIT0_E4typeERSt11_Tuple_implIXT_EJS7_DpT1_EE
  0.00      0.52     0.00        1     0.00     0.00  std::__add_ref<std::tuple_element<0ul, std::tuple<tervel::util::memory::rc::PoolManager::ManagedPool*, std::default_delete<tervel::util::memory::rc::PoolManager::ManagedPool []> > >::type>::type std::get<0ul, tervel::util::memory::rc::PoolManager::ManagedPool*, std::default_delete<tervel::util::memory::rc::PoolManager::ManagedPool []> >(std::tuple_element<0ul, std::tuple<tervel::util::memory::rc::PoolManager::ManagedPool*, std::default_delete<tervel::util::memory::rc::PoolManager::ManagedPool []> > >&)
  0.00      0.52     0.00        1     0.00     0.00  _ZSt3getILm0EJPN6tervel4util6memory2hp11ListManager11ManagedPoolESt14default_deleteIA_S5_EEENSt9__add_refINSt13tuple_elementIXT_ESt5tupleIJDpT0_EEE4typeEE4typeERSF_
  0.00      0.52     0.00        1     0.00     0.00  _ZSt3getILm0EJPSt6atomicIPN6tervel4util8OpRecordEESt14default_deleteIA_S5_EEENSt9__add_refINSt13tuple_elementIXT_ESt5tupleIJDpT0_EEE4typeEE4typeERSF_
  0.00      0.52     0.00        1     0.00     0.00  _ZSt3getILm0EJPSt6atomicIPvESt14default_deleteIA_S2_EEENSt9__add_refINSt13tuple_elementIXT_ESt5tupleIJDpT0_EEE4typeEE4typeERSC_
  0.00      0.52     0.00        1     0.00     0.00  std::__add_ref<std::tuple_element<1ul, std::tuple<tervel::util::memory::rc::PoolManager::ManagedPool*, std::default_delete<tervel::util::memory::rc::PoolManager::ManagedPool []> > >::type>::type std::get<1ul, tervel::util::memory::rc::PoolManager::ManagedPool*, std::default_delete<tervel::util::memory::rc::PoolManager::ManagedPool []> >(std::tuple_element<1ul, std::tuple<tervel::util::memory::rc::PoolManager::ManagedPool*, std::default_delete<tervel::util::memory::rc::PoolManager::ManagedPool []> > >&)
